radius  u   sigma_rr   sigma_tt   sigma_zz  eps_rr   eps_tt   eps_zz  eps_p_rr   eps_p_tt   eps_p_zz
3.79135  2.56978e-05   0.000546643   0.0142575   0.00296083   -1.44851e-06   6.77801e-06   0   -4.23516e-22   -8.47033e-22   -4.23516e-22
3.7894  2.57006e-05   0.000539591   0.0142646   0.00296083   -1.45274e-06   6.78224e-06   0   -6.35275e-22   -8.47033e-22   -4.23516e-22
3.78745  2.57035e-05   0.000532528   0.0142716   0.00296083   -1.45698e-06   6.78648e-06   0   -6.35275e-22   0   -4.23516e-22
3.7855  2.57063e-05   0.000525455   0.0142787   0.00296083   -1.46123e-06   6.79073e-06   0   -6.35275e-22   -8.47033e-22   -6.35275e-22
3.78355  2.57092e-05   0.00051837   0.0142858   0.00296084   -1.46548e-06   6.79498e-06   0   -2.11758e-22   0   0
3.7816  2.5712e-05   0.000511275   0.0142929   0.00296084   -1.46974e-06   6.79924e-06   0   -6.35275e-22   8.47033e-22   -8.47033e-22
3.77965  2.57149e-05   0.000504168   0.0143   0.00296084   -1.474e-06   6.80351e-06   0   -6.35275e-22   0   -6.35275e-22
3.7777  2.57178e-05   0.00049705   0.0143071   0.00296084   -1.47827e-06   6.80778e-06   0   -2.11758e-22   0   -2.11758e-22
3.77575  2.57207e-05   0.000489922   0.0143143   0.00296084   -1.48255e-06   6.81206e-06   0   -6.35275e-22   -8.47033e-22   -6.35275e-22
3.7738  2.57235e-05   0.000482782   0.0143214   0.00296084   -1.48684e-06   6.81635e-06   0   -6.35275e-22   -8.47033e-22   -6.35275e-22
3.77185  2.57265e-05   0.000475631   0.0143286   0.00296084   -1.49113e-06   6.82065e-06   0   -4.23516e-22   8.47033e-22   -4.23516e-22
3.7699  2.57294e-05   0.00046847   0.0143358   0.00296084   -1.49543e-06   6.82495e-06   0   -4.23516e-22   8.47033e-22   -2.11758e-22
3.76795  2.57323e-05   0.000461297   0.0143429   0.00296085   -1.49973e-06   6.82925e-06   0   -4.23516e-22   0   -4.23516e-22
3.766  2.57352e-05   0.000454113   0.0143501   0.00296085   -1.50404e-06   6.83357e-06   0   -8.47033e-22   8.47033e-22   -6.35275e-22
3.76405  2.57381e-05   0.000446917   0.0143573   0.00296085   -1.50836e-06   6.83789e-06   0   -4.23516e-22   -8.47033e-22   -4.23516e-22
3.7621  2.57411e-05   0.000439711   0.0143645   0.00296085   -1.51268e-06   6.84221e-06   0   -2.11758e-22   0   -4.23516e-22
3.76015  2.5744e-05   0.000432493   0.0143718   0.00296085   -1.51701e-06   6.84655e-06   0   -2.11758e-22   0   -2.11758e-22
3.7582  2.5747e-05   0.000425265   0.014379   0.00296085   -1.52135e-06   6.85089e-06   0   -6.35275e-22   0   -4.23516e-22
3.75625  2.575e-05   0.000418024   0.0143862   0.00296085   -1.5257e-06   6.85524e-06   0   -4.23516e-22   0   -4.23516e-22
3.7543  2.5753e-05   0.000410773   0.0143935   0.00296086   -1.53005e-06   6.85959e-06   0   -2.11758e-22   8.47033e-22   0
3.75235  2.57559e-05   0.00040351   0.0144008   0.00296086   -1.53441e-06   6.86395e-06   0   -4.23516e-22   0   -4.23516e-22
3.7504  2.57589e-05   0.000396236   0.0144081   0.00296086   -1.53877e-06   6.86832e-06   0   -4.23516e-22   0   -4.23516e-22
3.74845  2.57619e-05   0.000388951   0.0144153   0.00296086   -1.54315e-06   6.87269e-06   0   -6.35275e-22   0   -6.35275e-22
3.7465  2.5765e-05   0.000381654   0.0144227   0.00296086   -1.54752e-06   6.87708e-06   0   -4.23516e-22   0   -4.23516e-22
3.74455  2.5768e-05   0.000374346   0.01443   0.00296086   -1.55191e-06   6.88146e-06   0   -4.23516e-22   -8.47033e-22   -4.23516e-22
3.7426  2.5771e-05   0.000367027   0.0144373   0.00296086   -1.5563e-06   6.88586e-06   0   -4.23516e-22   0   -4.23516e-22
3.74065  2.57741e-05   0.000359696   0.0144446   0.00296087   -1.5607e-06   6.89026e-06   0   -4.23516e-22   0   -4.23516e-22
