"FailureType","Displacement:0","Displacement:1","Displacement:2","Stress:0","Stress:1","Stress:2","Stress:3","Stress:4","Stress:5","Stress:6","Stress:7","Stress:8","Strain:0","Strain:1","Strain:2","Strain:3","Strain:4","Strain:5","Strain:6","Strain:7","Strain:8","StrainPlastic:0","StrainPlastic:1","StrainPlastic:2","StrainPlastic:3","StrainPlastic:4","StrainPlastic:5","StrainPlastic:6","StrainPlastic:7","StrainPlastic:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0.00025635,2.1842e-07,0,-1.3632,0.05117,0,0.05117,1.5813,0,0,0,0.043634,-0.00084408,3.0702e-05,0,3.0702e-05,0.00092263,0,0,0,0,5.8155e-19,3.799e-20,0,3.799e-20,-1.4779e-19,0,0,0,-4.2476e-19,1,0.195,0.295,0,0
0,0.00025311,1.8675e-07,0,-1.3438,0.052542,0,0.052542,1.5396,0,0,0,0.039161,-0.00082977,3.1525e-05,0,3.1525e-05,0.00090026,0,0,0,0,5.7683e-19,3.798e-20,0,3.798e-20,-1.4278e-19,0,0,0,-4.0851e-19,1,0.1989,0.2989,0,0
0,0.00024987,1.5507e-07,0,-1.3244,0.053913,0,0.053913,1.4978,0,0,0,0.034687,-0.00081546,3.2348e-05,0,3.2348e-05,0.0008779,0,0,0,0,5.7211e-19,3.797e-20,0,3.797e-20,-1.3776e-19,0,0,0,-3.9225e-19,1,0.2028,0.3028,0,0
0,0.00024662,1.234e-07,0,-1.305,0.055284,0,0.055284,1.4561,0,0,0,0.030214,-0.00080115,3.3171e-05,0,3.3171e-05,0.00085553,0,0,0,0,5.6739e-19,3.7961e-20,0,3.7961e-20,-1.3275e-19,0,0,0,-3.7599e-19,1,0.2067,0.3067,0,0
0,0.00024338,9.1724e-08,0,-1.2856,0.056656,0,0.056656,1.4144,0,0,0,0.025741,-0.00078683,3.3993e-05,0,3.3993e-05,0.00083317,0,0,0,0,5.6267e-19,3.7951e-20,0,3.7951e-20,-1.2774e-19,0,0,0,-3.5974e-19,1,0.2106,0.3106,0,0
0,0.00024014,6.0049e-08,0,-1.2663,0.058027,0,0.058027,1.3726,0,0,0,0.021267,-0.00077252,3.4816e-05,0,3.4816e-05,0.0008108,0,0,0,0,5.5795e-19,3.7941e-20,0,3.7941e-20,-1.2272e-19,0,0,0,-3.4348e-19,1,0.2145,0.3145,0,0
0,0.00023689,2.8374e-08,0,-1.2469,0.059399,0,0.059399,1.3309,0,0,0,0.016794,-0.00075821,3.5639e-05,0,3.5639e-05,0.00078844,0,0,0,0,5.5324e-19,3.7932e-20,0,3.7932e-20,-1.1771e-19,0,0,0,-3.2723e-19,1,0.2184,0.3184,0,0
0,0.00023365,-3.3015e-09,0,-1.2275,0.06077,0,0.06077,1.2891,0,0,0,0.012321,-0.0007439,3.6462e-05,0,3.6462e-05,0.00076607,0,0,0,0,5.4852e-19,3.7922e-20,0,3.7922e-20,-1.127e-19,0,0,0,-3.1097e-19,1,0.2223,0.3223,0,0
0,0.0002304,-3.4977e-08,0,-1.2081,0.062142,0,0.062142,1.2474,0,0,0,0.0078473,-0.00072958,3.7285e-05,0,3.7285e-05,0.00074371,0,0,0,0,5.438e-19,3.7912e-20,0,3.7912e-20,-1.0768e-19,0,0,0,-2.9472e-19,1,0.2262,0.3262,0,0
0,0.00022716,-6.6652e-08,0,-1.1887,0.063513,0,0.063513,1.2056,0,0,0,0.0033739,-0.00071527,3.8108e-05,0,3.8108e-05,0.00072134,0,0,0,0,5.3908e-19,3.7902e-20,0,3.7902e-20,-1.0267e-19,0,0,0,-2.7846e-19,1,0.2301,0.3301,0,0
