0	-0.0041978	-11.0552	-93.098602
0.003899999	-0.004188661	-13.278252	-89.891464
0.007799998	-0.004179522	-15.501304	-86.684334
0.011699997	-0.004170383	-17.724356	-83.477196
0.015599996	-0.004161244	-19.947407	-80.270065
0.019499995	-0.004161305	-21.836647	-77.787659
0.023400001	-0.004173002	-23.30368	-76.221909
0.027299993	-0.004184699	-24.770708	-74.656166
0.031199999	-0.004196396	-26.237741	-73.090416
0.035100006	-0.004208093	-27.704775	-71.524666
0.038999997	-0.00423289	-29.260126	-70.718658
0.042900003	-0.004259423	-30.239006	-69.757767
0.046799995	-0.004285955	-31.217882	-68.796883
0.050700001	-0.004312487	-32.196762	-67.835991
0.054599993	-0.004339019	-33.17564	-66.875107
0.058499999	-0.004367552	-34.092384	-65.970581
0.062400006	-0.00440489	-34.735634	-65.314171
0.066299997	-0.004442228	-35.378883	-64.657761
0.070200004	-0.004479566	-36.022133	-64.001343
0.074099995	-0.004516904	-36.665379	-63.344933
0.078000002	-0.004554242	-37.308628	-62.688519
0.081899993	-0.004595423	-37.952919	-62.163883
0.0858	-0.004640648	-38.377655	-61.728687
0.089700006	-0.004685873	-38.802391	-61.293495
0.093599997	-0.004731099	-39.227123	-60.858299
0.097500004	-0.004776324	-39.651859	-60.423103
0.1014	-0.004821549	-40.076591	-59.987911
0.1053	-0.004866775	-40.501328	-59.552715
0.10919999	-0.004914158	-40.874004	-59.170467
0.1131	-0.004965303	-41.155968	-58.880489
0.11699999	-0.005016447	-41.437931	-58.590511
0.1209	-0.005067592	-41.719894	-58.300529
0.1248	-0.005118736	-42.001858	-58.010548
0.12869999	-0.005169881	-42.283821	-57.72057
0.13260001	-0.005221025	-42.565784	-57.430592
0.1365	-0.005273235	-42.900074	-57.183361
0.14039999	-0.005328779	-43.091236	-56.988209
0.14429998	-0.005384323	-43.282402	-56.79306
0.14820001	-0.005439868	-43.473568	-56.597908
0.1521	-0.005495412	-43.66473	-56.402756
0.15600002	-0.005550957	-43.855896	-56.207603
0.15990001	-0.005606501	-44.047058	-56.012451
0.1638	-0.005662045	-44.238224	-55.817303
0.16769999	-0.00571759	-44.429386	-55.62215
0.17160001	-0.005774271	-44.599628	-55.448189
0.17550001	-0.00583317	-44.729023	-55.315605
0.1794	-0.00589207	-44.858418	-55.183025
0.18330002	-0.00595097	-44.987812	-55.050438
0.18720001	-0.00600987	-45.117203	-54.917858
0.1911	-0.00606877	-45.246597	-54.785275
0.19499999	-0.00612767	-45.375992	-54.652691
0.19890001	-0.00618657	-45.505386	-54.520107
0.20280001	-0.00624547	-45.634777	-54.387524
0.2067	-0.006305474	-45.784565	-54.283287
0.21060002	-0.006366909	-45.873325	-54.19281
0.21450001	-0.006428344	-45.962086	-54.102333
0.2184	-0.006489779	-46.050846	-54.01186
0.22229999	-0.006551214	-46.139603	-53.921383
0.22620001	-0.00661265	-46.228363	-53.830906
0.23010001	-0.006674084	-46.317123	-53.740433
0.234	-0.00673552	-46.405884	-53.649956
0.23790002	-0.006796955	-46.49464	-53.559479
0.24180001	-0.00685839	-46.583401	-53.469006
0.2457	-0.006919825	-46.672161	-53.378529
0.24959999	-0.006981859	-46.752338	-53.29673
0.25350001	-0.007045249	-46.813118	-53.234539
0.25740001	-0.007108639	-46.873894	-53.172352
0.2613	-0.007172028	-46.934673	-53.110161
0.26520002	-0.007235418	-46.995453	-53.047974
0.26910001	-0.007298807	-47.056229	-52.985783
0.273	-0.007362197	-47.117008	-52.923595
0.27689999	-0.007425586	-47.177788	-52.861404
0.28080001	-0.007488976	-47.238564	-52.799217
0.28470001	-0.007552365	-47.299343	-52.737026
0.2886	-0.007615754	-47.360119	-52.674839
0.29250002	-0.00767941	-47.438786	-52.621582
0.29640001	-0.007744294	-47.480892	-52.578701
0.3003	-0.007809178	-47.523003	-52.535824
0.30419999	-0.007874061	-47.565113	-52.492943
0.30810001	-0.007938946	-47.607224	-52.450066
0.31200001	-0.00800383	-47.649334	-52.407185
0.3159	-0.008068713	-47.691441	-52.364307
0.31980002	-0.008133598	-47.733551	-52.321426
0.32370001	-0.008198482	-47.775661	-52.278549
0.3276	-0.008263365	-47.817772	-52.235672
0.33149999	-0.00832825	-47.859882	-52.192791
0.33540002	-0.008393134	-47.901989	-52.149914
0.33930001	-0.008458017	-47.944099	-52.107033
0.3432	-0.008522902	-47.98621	-52.064156
0.34710002	-0.008588096	-48.024853	-52.024776
0.35100001	-0.008654143	-48.053951	-51.995029
0.3549	-0.008720189	-48.08305	-51.965282
0.35879999	-0.008786237	-48.112148	-51.935539
0.36270002	-0.008852284	-48.141247	-51.905792
0.36660001	-0.008918331	-48.170345	-51.876045
0.3705	-0.008984378	-48.199448	-51.846302
0.37440002	-0.009050425	-48.228546	-51.816555
0.37830001	-0.009116473	-48.257645	-51.786812
0.3822	-0.009182519	-48.286743	-51.757065
0.38609999	-0.009248566	-48.315842	-51.727318
0.39000002	-0.009314613	-48.34494	-51.697575
0.39390001	-0.009380661	-48.374039	-51.667828
0.3978	-0.009446708	-48.403137	-51.638084
0.40169999	-0.009513074	-48.441311	-51.614758
0.40559998	-0.009580018	-48.461617	-51.594086
0.40950003	-0.009646963	-48.481926	-51.57341
0.41340002	-0.009713908	-48.502232	-51.552738
0.41730002	-0.009780853	-48.522537	-51.532063
0.42120001	-0.009847798	-48.542843	-51.511387
0.4251	-0.009914742	-48.563148	-51.490715
0.42899999	-0.009981686	-48.583454	-51.470039
0.43289998	-0.010048632	-48.60376	-51.449368
0.43680003	-0.010115577	-48.624065	-51.428692
0.44070002	-0.010182521	-48.644371	-51.408016
0.44460002	-0.010249466	-48.664677	-51.387344
0.44850001	-0.010316411	-48.684982	-51.366669
0.4524	-0.010383355	-48.705288	-51.345997
0.45629999	-0.0104503	-48.725597	-51.325321
0.46019998	-0.010517244	-48.745903	-51.304649
0.46410003	-0.01058419	-48.766209	-51.283974
0.46800002	-0.010651135	-48.786514	-51.263298
0.47190002	-0.010718763	-48.800858	-51.248653
0.47580001	-0.010786414	-48.814995	-51.234219
0.4797	-0.010854066	-48.829128	-51.219784
0.48359999	-0.010921719	-48.843266	-51.205353
0.48749998	-0.01098937	-48.857399	-51.190918
0.49140003	-0.011057023	-48.871536	-51.176483
0.49530002	-0.011124675	-48.88567	-51.162048
0.49920002	-0.011192326	-48.899807	-51.147614
0.50309998	-0.011259979	-48.91394	-51.133179
0.50699997	-0.011327631	-48.928078	-51.118744
0.51089996	-0.011395282	-48.942211	-51.104309
0.51479995	-0.011462934	-48.956348	-51.089874
0.5187	-0.011530587	-48.970482	-51.075439
0.5226	-0.01159824	-48.984619	-51.061008
0.52649999	-0.011665891	-48.998753	-51.046574
0.53039998	-0.011733543	-49.01289	-51.032139
0.53429997	-0.011801195	-49.027023	-51.017704
0.53819996	-0.01186916	-49.045925	-51.007675
0.54209995	-0.011937354	-49.055851	-50.997581
0.546	-0.012005549	-49.065773	-50.987488
0.5499	-0.012073743	-49.075699	-50.977394
0.55379999	-0.012141937	-49.085621	-50.9673
0.55769998	-0.012210132	-49.095543	-50.957207
0.56159997	-0.012278326	-49.105469	-50.947113
0.56549996	-0.01234652	-49.115391	-50.937019
0.56939995	-0.012414714	-49.125317	-50.926926
0.5733	-0.012482909	-49.135239	-50.916832
0.5772	-0.012551104	-49.145161	-50.906738
0.58109999	-0.012619298	-49.155087	-50.896645
0.58499998	-0.012687492	-49.165009	-50.886551
0.58889997	-0.012755686	-49.174934	-50.876457
0.59279996	-0.012823881	-49.184856	-50.866364
0.59669995	-0.012892075	-49.194778	-50.85627
0.6006	-0.01296027	-49.204704	-50.846176
0.6045	-0.013028464	-49.214626	-50.836082
0.60839999	-0.013096659	-49.224552	-50.825989
0.61229998	-0.013164853	-49.234474	-50.815895
0.61619997	-0.013233047	-49.244396	-50.805801
0.62009996	-0.013301241	-49.254322	-50.795708
0.62399995	-0.013369795	-49.261738	-50.788139
0.6279	-0.013438419	-49.268681	-50.781052
0.6318	-0.01350704	-49.275623	-50.77396
0.63569999	-0.013575663	-49.282566	-50.766872
0.63959998	-0.013644285	-49.289505	-50.759781
0.64349997	-0.013712906	-49.296448	-50.752693
0.64739996	-0.013781529	-49.303391	-50.745602
0.65129995	-0.013850151	-49.310333	-50.738514
0.6552	-0.013918773	-49.317276	-50.731422
0.6591	-0.013987396	-49.324219	-50.724335
0.66299999	-0.014056018	-49.331161	-50.717243
0.66689998	-0.014124639	-49.3381	-50.710155
0.67079997	-0.014193262	-49.345043	-50.703068
0.67469996	-0.014261884	-49.351986	-50.695976
0.67859995	-0.014330506	-49.358929	-50.688889
0.6825	-0.014399129	-49.365871	-50.681797
0.6864	-0.014467751	-49.372814	-50.674709
0.69029999	-0.014536373	-49.379757	-50.667618
0.69419998	-0.014604995	-49.386696	-50.66053
0.69809997	-0.014673617	-49.393639	-50.653439
0.70199996	-0.014742239	-49.400581	-50.646351
0.70589995	-0.014810896	-49.41161	-50.640583
0.7098	-0.014879859	-49.416504	-50.635605
0.7137	-0.01494882	-49.421398	-50.63063
0.71759999	-0.015017781	-49.426296	-50.625656
0.72149998	-0.015086743	-49.43119	-50.620678
0.72539997	-0.015155704	-49.436085	-50.615704
0.72929996	-0.015224665	-49.440979	-50.610725
0.73319995	-0.015293627	-49.445877	-50.605751
0.73710001	-0.015362589	-49.450771	-50.600773
0.741	-0.01543155	-49.455666	-50.595798
0.74489999	-0.015500511	-49.46056	-50.59082
0.74879998	-0.015569473	-49.465458	-50.585846
0.75269997	-0.015638433	-49.470352	-50.580872
0.75659996	-0.015707396	-49.475246	-50.575893
0.76049995	-0.015776357	-49.480141	-50.570919
0.76440001	-0.015845319	-49.485039	-50.565941
0.7683	-0.01591428	-49.489933	-50.560966
0.77219999	-0.015983241	-49.494827	-50.555988
0.77609998	-0.016052203	-49.499722	-50.551014
0.77999997	-0.016121164	-49.50462	-50.546036
0.78389996	-0.016190125	-49.509514	-50.541061
0.78779995	-0.016259087	-49.514408	-50.536087
0.79170001	-0.01632805	-49.519302	-50.531109
0.7956	-0.016397011	-49.524197	-50.526134
0.79949999	-0.016465971	-49.529095	-50.521156
0.80339998	-0.016534932	-49.533989	-50.516182
0.80729997	-0.016603895	-49.538883	-50.511204
0.81119996	-0.016672855	-49.543777	-50.506229
0.81509995	-0.016742067	-49.547318	-50.502621
0.81900001	-0.0168113	-49.550758	-50.499111
0.8229	-0.016880531	-49.554199	-50.495598
0.82679999	-0.016949762	-49.55764	-50.492088
0.83069998	-0.017018992	-49.561081	-50.488575
0.83459997	-0.017088221	-49.564522	-50.485065
0.83849996	-0.017157452	-49.567963	-50.481552
0.84239995	-0.017226683	-49.571404	-50.478043
0.84630001	-0.017295916	-49.574844	-50.474529
0.8502	-0.017365146	-49.578289	-50.47102
0.85409999	-0.017434375	-49.58173	-50.46751
0.85799998	-0.017503606	-49.585171	-50.463997
0.86189997	-0.017572837	-49.588612	-50.460487
0.86579996	-0.017642068	-49.592052	-50.456974
0.86969995	-0.017711299	-49.595493	-50.453465
0.87359995	-0.017780529	-49.598934	-50.449951
0.8775	-0.01784976	-49.602375	-50.446442
0.88139999	-0.017918991	-49.605816	-50.442928
0.88529998	-0.017988222	-49.609257	-50.439419
0.88919997	-0.018057453	-49.612701	-50.435905
0.89309996	-0.018126683	-49.616142	-50.432396
0.89699996	-0.018195914	-49.619583	-50.428883
0.90090001	-0.018265145	-49.623024	-50.425373
0.90479994	-0.018334374	-49.626465	-50.421864
0.90869999	-0.018403606	-49.629906	-50.41835
0.91259992	-0.018472835	-49.633347	-50.414841
0.91649997	-0.018542068	-49.636787	-50.411327
0.92040002	-0.018611453	-49.642063	-50.409309
0.92429996	-0.018680884	-49.644497	-50.406834
0.92820001	-0.018750317	-49.646931	-50.404358
0.93209994	-0.018819747	-49.649368	-50.401882
0.93599999	-0.018889181	-49.651802	-50.399406
0.93989992	-0.018958611	-49.654236	-50.396927
0.94379997	-0.019028045	-49.65667	-50.394451
0.94770002	-0.019097477	-49.659107	-50.391975
0.95159996	-0.019166909	-49.661541	-50.3895
0.95550001	-0.019236341	-49.663975	-50.387024
0.95939994	-0.019305773	-49.666412	-50.384548
0.96329999	-0.019375205	-49.668846	-50.382072
0.96719992	-0.019444637	-49.67128	-50.379597
0.97109997	-0.019514069	-49.673717	-50.377117
0.97500002	-0.019583503	-49.676151	-50.374641
0.97889996	-0.019652933	-49.678585	-50.372166
0.98280001	-0.019722367	-49.681019	-50.36969
0.98669994	-0.019791797	-49.683456	-50.367214
0.99059999	-0.019861231	-49.68589	-50.364738
0.99449992	-0.019930661	-49.688324	-50.362263
0.99839997	-0.020000095	-49.690762	-50.359783
1.0023	-0.020069528	-49.693195	-50.357307
1.0062	-0.020138958	-49.695629	-50.354832
1.0101	-0.020208392	-49.698063	-50.352356
1.0139999	-0.020277822	-49.7005	-50.34988
