0	-0.00115365	0.00E+00	0.00117447	0.00E+00	-0.000223565	4.55E-13	0.000230737	-2.27E-06	-22.4965	2.98E-08	23.0934	1.88E-01
0.0337742	-0.000931332	-0.00136843	0.000952153	0.00E+00	-1.80E-04	-2.67E-04	1.87E-04	-2.27E-06	-18.1431	-13.3985	18.7399	1.88E-01
0.0675484	-0.000349302	-0.00221417	0.000370124	0.00E+00	-6.66E-05	-0.000432065	7.38E-05	-2.27E-06	-6.74557	-21.6793	7.34247	1.88E-01
0.101323	0.000370124	-0.00221417	-0.000349302	0.00E+00	7.38E-05	-0.000432065	-6.66E-05	-2.27E-06	7.34247	-21.6793	-6.74557	1.88E-01
0.135097	0.000952153	-0.00136843	-0.000931332	0.00E+00	0.000187354	-0.000267032	-0.000180183	-2.27E-06	18.7399	-13.3985	-18.1431	1.88E-01
0.168871	0.00117447	7.28E-12	-0.00115365	0.00E+00	0.000230737	-4.55E-13	-0.000223565	-2.27E-06	23.0934	-2.98E-08	-22.4965	1.88E-01
0.202645	9.52E-04	0.00136843	-0.000931332	0.00E+00	0.000187354	0.000267032	-0.000180183	-2.27E-06	18.7399	13.3985	-18.1431	1.88E-01
0.236419	3.70E-04	0.00221417	-0.000349302	0.00E+00	7.38E-05	0.000432065	-6.66E-05	-2.27E-06	7.34247	21.6793	-6.74557	1.88E-01
0.270194	-3.49E-04	2.21E-03	0.000370124	0.00E+00	-6.66E-05	0.000432065	7.38E-05	-2.27E-06	-6.74557	21.6793	7.34247	1.88E-01
0.303968	-9.31E-04	1.37E-03	0.000952153	0.00E+00	-0.000180183	0.000267032	0.000187354	-2.27E-06	-18.1431	13.3985	18.7399	1.88E-01
0.337742	-1.15E-03	0.00E+00	0.00117447	0.00E+00	-0.000223565	4.55E-13	0.000230737	-2.27E-06	-22.4965	2.98E-08	23.0934	1.88E-01
0.371516	-9.31E-04	-1.37E-03	0.000952153	0.00E+00	-0.000180183	-0.000267032	0.000187354	-2.27E-06	-18.1431	-13.3985	18.7399	1.88E-01
0.40529	-3.49E-04	-2.21E-03	0.000370124	0.00E+00	-6.66E-05	-0.000432065	7.38E-05	-2.27E-06	-6.74557	-21.6793	7.34247	1.88E-01
0.439065	3.70E-04	-2.21E-03	-0.000349302	0.00E+00	7.38E-05	-0.000432065	-6.66E-05	-2.27E-06	7.34247	-21.6793	-6.74557	1.88E-01
0.472839	9.52E-04	-1.37E-03	-0.000931332	0.00E+00	0.000187354	-0.000267032	-0.000180183	-2.27E-06	18.7399	-13.3985	-18.1431	1.88E-01
0.506613	1.17E-03	7.28E-12	-0.00115365	0.00E+00	0.000230737	-4.55E-13	-0.000223565	-2.27E-06	23.0934	-2.98E-08	-22.4965	1.88E-01
0.540387	0.000952153	0.00136843	-0.000931332	0	0.000187354	0.000267032	-0.000180183	-2.27E-06	18.7399	13.3985	-18.1431	0.187659
0.574161	0.000370124	0.00221417	-0.000349302	0	7.38E-05	0.000432065	-6.66E-05	-2.27E-06	7.34247	21.6793	-6.74557	0.187665
0.607936	-0.000349302	0.00221417	0.000370124	0	-6.66E-05	0.000432065	7.38E-05	-2.27E-06	-6.74557	21.6793	7.34247	0.187665
0.64171	-0.000931332	0.00136843	0.000952153	0	-0.000180183	0.000267032	0.000187354	-2.27E-06	-18.1431	13.3985	18.7399	0.187659
0.675484	-0.00115365	0.00E+00	0.00117447	0.00E+00	-0.000223565	4.55E-13	0.000230737	-2.27E-06	-22.4965	2.98E-08	23.0934	1.88E-01
