8.14566E-06	8.14566E-06	1.39321E-06	-0.70223284	-0.70223284	-1.23072946
8.28095E-06	8.28095E-06	1.97126E-06	-0.70722032	-0.70722032	-1.23310364
9.47853E-06	9.47853E-06	2.14157E-06	-0.70337868	-0.70337868	-1.22364801
7.58086E-06	7.58086E-06	1.84627E-06	-0.70482069	-0.70482069	-1.23669278
7.46502E-06	7.46502E-06	2.03293E-06	-0.70000577	-0.70000577	-1.22813934
7.24017E-06	7.24017E-06	0.000000794	-0.70245397	-0.70245397	-1.22013593
9.41564E-06	9.41564E-06	4.7862E-06	-0.69550931	-0.69550931	-1.22774624
8.61223E-06	8.61223E-06	1.77128E-06	-0.77170199	-0.77170199	-1.28622436
7.29765E-06	7.29765E-06	0.000000821	-0.87617999	-0.87617999	-1.38532012
3.07898E-06	3.07898E-06	0.000000563	-0.99895775	-0.99895775	-1.48681563
-3.55127E-06	-3.55127E-06	-1.99236E-06	-1.1280681	-1.1280681	-1.60540892
-1.25066E-05	-1.25066E-05	-2.65283E-06	-1.2670755	-1.2670755	-1.74637633
-3.17526E-05	-3.17526E-05	-7.6304E-06	-1.41567	-1.41567	-1.8903641
-7.55273E-05	-7.55273E-05	-1.19967E-05	-1.5775411	-1.5775411	-2.04796119
-0.000139492	-0.000139492	-1.87419E-05	-1.7358607	-1.7358607	-2.18519076
-0.000227031	-0.000227031	-2.59004E-05	-1.8919667	-1.8919667	-2.34494558
-0.000341691	-0.000341691	-3.25707E-05	-2.0432348	-2.0432348	-2.50156782
-0.000465198	-0.000465198	-3.78285E-05	-2.1817043	-2.1817043	-2.66055472
-0.000575707	-0.000575707	-4.53062E-05	-2.3111894	-2.3111894	-2.79663713
-0.000674487	-0.000674487	-4.7865E-05	-2.4328771	-2.4328771	-2.92457858
-0.000763509	-0.000763509	-5.7282E-05	-2.5498912	-2.5498912	-3.06218311
-0.000837579	-0.000837579	-6.14778E-05	-2.6726141	-2.6726141	-3.19164592
-0.000905522	-0.000905522	-6.57546E-05	-2.7912753	-2.7912753	-3.29333947
-0.000971636	-0.000971636	-7.13585E-05	-2.9170771	-2.9170771	-3.42977158
-0.001034109	-0.001034109	-7.66102E-05	-3.0481036	-3.0481036	-3.54921243
-0.001096073	-0.001096073	-8.15154E-05	-3.1788077	-3.1788077	-3.6757602
-0.001156752	-0.001156752	-8.37267E-05	-3.3082957	-3.3082957	-3.82064334
-0.001217487	-0.001217487	-8.97305E-05	-3.4384129	-3.4384129	-3.95296585
-0.001275517	-0.001275517	-9.52066E-05	-3.5729499	-3.5729499	-4.08986266
-0.001330911	-0.001330911	-9.96645E-05	-3.6998267	-3.6998267	-4.20508013
-0.001382399	-0.001382399	-0.000104764	-3.8309906	-3.8309906	-4.34500711
-0.001432737	-0.001432737	-0.000109195	-3.9658806	-3.9658806	-4.4774464
-0.001481863	-0.001481863	-0.000113746	-4.0935402	-4.0935402	-4.60169263
-0.00153004	-0.00153004	-0.000119386	-4.2239203	-4.2239203	-4.73944546
-0.001575271	-0.001575271	-0.000121779	-4.3516922	-4.3516922	-4.86490959
-0.001625091	-0.001625091	-0.000127448	-4.4861231	-4.4861231	-5.01226886
-0.001670242	-0.001670242	-0.000129076	-4.6152568	-4.6152568	-5.12338228
-0.001714274	-0.001714274	-0.000136312	-4.7430882	-4.7430882	-5.26346894
-0.00175767	-0.00175767	-0.000140113	-4.882834	-4.882834	-5.39544759
-0.001803536	-0.001803536	-0.000144308	-5.0135708	-5.0135708	-5.52116074
-0.001843788	-0.001843788	-0.000146791	-5.1450682	-5.1450682	-5.65813556
-0.00188432	-0.00188432	-0.000154648	-5.2701216	-5.2701216	-5.7780458
-0.001922225	-0.001922225	-0.000159137	-5.4008384	-5.4008384	-5.92044535
-0.001963367	-0.001963367	-0.000163225	-5.5333133	-5.5333133	-6.04894563
-0.002002422	-0.002002422	-0.000166928	-5.6628737	-5.6628737	-6.18573387
-0.002042326	-0.002042326	-0.000172767	-5.7936702	-5.7936702	-6.31690862
-0.002077107	-0.002077107	-0.000177337	-5.9244533	-5.9244533	-6.44202564
-0.002113415	-0.002113415	-0.000180754	-6.0545425	-6.0545425	-6.57175
-0.00215193	-0.00215193	-0.000186802	-6.1847644	-6.1847644	-6.69058485
-0.002185963	-0.002185963	-0.000191836	-6.3187084	-6.3187084	-6.83230523
-0.002221347	-0.002221347	-0.000194078	-6.4499698	-6.4499698	-6.96334002
-0.002254125	-0.002254125	-0.0001998	-6.5795221	-6.5795221	-7.09285906
-0.002291678	-0.002291678	-0.000204496	-6.7133698	-6.7133698	-7.21651859
-0.002326697	-0.002326697	-0.000205441	-6.8402967	-6.8402967	-7.35686709
-0.002357353	-0.002357353	-0.000210939	-6.9706235	-6.9706235	-7.47793222
-0.002389923	-0.002389923	-0.000215315	-7.1045218	-7.1045218	-7.62005686
-0.002420543	-0.002420543	-0.000218303	-7.2338467	-7.2338467	-7.74417297
-0.002451435	-0.002451435	-0.000221424	-7.3644233	-7.3644233	-7.87054023
-0.002482938	-0.002482938	-0.000224125	-7.4975591	-7.4975591	-8.00232461
-0.002511094	-0.002511094	-0.000229813	-7.6280265	-7.6280265	-8.14982887
-0.002538066	-0.002538066	-0.000233738	-7.7553253	-7.7553253	-8.27041916
-0.002567208	-0.002567208	-0.00023804	-7.8903131	-7.8903131	-8.40545638
-0.002595625	-0.002595625	-0.000244919	-8.0188942	-8.0188942	-8.54253793
-0.0026244	-0.0026244	-0.000246598	-8.150691	-8.150691	-8.66215798
-0.002651558	-0.002651558	-0.000248165	-8.2812748	-8.2812748	-8.78920979
-0.002678171	-0.002678171	-0.000253652	-8.4143066	-8.4143066	-8.92011716
-0.002702936	-0.002702936	-0.000255752	-8.5436487	-8.5436487	-9.04947541
-0.002730439	-0.002730439	-0.00026051	-8.6798601	-8.6798601	-9.18939476
-0.002754783	-0.002754783	-0.000262504	-8.8067255	-8.8067255	-9.30778122
-0.002778767	-0.002778767	-0.000265353	-8.9391317	-8.9391317	-9.44467088
-0.002802465	-0.002802465	-0.000268652	-9.0683899	-9.0683899	-9.58878327
-0.002826748	-0.002826748	-0.000275141	-9.1997614	-9.1997614	-9.70332981
-0.00285062	-0.00285062	-0.000278358	-9.3298502	-9.3298502	-9.83456177
-0.002872553	-0.002872553	-0.00028456	-9.4637747	-9.4637747	-9.98189088
-0.002895741	-0.002895741	-0.000286234	-9.5902109	-9.5902109	-10.10402249
-0.002919856	-0.002919856	-0.000290447	-9.7219315	-9.7219315	-10.22633134
-0.002942451	-0.002942451	-0.000292129	-9.8550014	-9.8550014	-10.37429828
-0.002965514	-0.002965514	-0.000295976	-9.9850693	-9.9850693	-10.49853113
-0.002986267	-0.002986267	-0.000297893	-10.114705	-10.114705	-10.62722782
-0.003008186	-0.003008186	-0.0003007	-10.246799	-10.246799	-10.75970734
-0.003029552	-0.003029552	-0.000303855	-10.382473	-10.382473	-10.89902545
-0.00305064	-0.00305064	-0.000311099	-10.511353	-10.511353	-11.01923405
-0.003070056	-0.003070056	-0.000311355	-10.641665	-10.641665	-11.15332069
-0.003089902	-0.003089902	-0.000314613	-10.770645	-10.770645	-11.27580682
-0.003109548	-0.003109548	-0.000319584	-10.901552	-10.901552	-11.39992175
-0.003129832	-0.003129832	-0.000321284	-11.032361	-11.032361	-11.54844078
-0.003147529	-0.003147529	-0.000325106	-11.164029	-11.164029	-11.68465775
-0.003166183	-0.003166183	-0.000328512	-11.295725	-11.295725	-11.80942787
-0.00318616	-0.00318616	-0.000331311	-11.42797	-11.42797	-11.94128806
-0.00320498	-0.00320498	-0.000334933	-11.556612	-11.556612	-12.07028161
-0.003222373	-0.003222373	-0.000336154	-11.687531	-11.687531	-12.20482028
-0.003240067	-0.003240067	-0.000339072	-11.819569	-11.819569	-12.33549512
-0.003257042	-0.003257042	-0.00034176	-11.951912	-11.951912	-12.46680815
-0.003277068	-0.003277068	-0.000345122	-12.077477	-12.077477	-12.58610227
-0.003294459	-0.003294459	-0.000348568	-12.213756	-12.213756	-12.73271773
-0.00331164	-0.00331164	-0.000351537	-12.345217	-12.345217	-12.86161489
-0.003327333	-0.003327333	-0.00035306	-12.476526	-12.476526	-12.99929092
-0.003343459	-0.003343459	-0.000355152	-12.6064	-12.6064	-13.11982136
-0.003360682	-0.003360682	-0.000358898	-12.737985	-12.737985	-13.24951492
-0.003375293	-0.003375293	-0.00035918	-12.866591	-12.866591	-13.39378109
-0.003391643	-0.003391643	-0.00036324	-12.999833	-12.999833	-13.51722379
-0.003405651	-0.003405651	-0.000366057	-13.131845	-13.131845	-13.65265084
-0.0034218	-0.0034218	-0.000366739	-13.257552	-13.257552	-13.77036056
-0.003438214	-0.003438214	-0.00036766	-13.389905	-13.389905	-13.90729579
-0.003452923	-0.003452923	-0.000368434	-13.524048	-13.524048	-14.04416731
-0.003466302	-0.003466302	-0.000370937	-13.654999	-13.654999	-14.17514525
-0.003482962	-0.003482962	-0.000373967	-13.783354	-13.783354	-14.29588492
-0.003495274	-0.003495274	-0.000377469	-13.913685	-13.913685	-14.42884443
-0.003509417	-0.003509417	-0.000377431	-14.044505	-14.044505	-14.55293083
-0.003524044	-0.003524044	-0.000382527	-14.175259	-14.175259	-14.69091017
-0.003537461	-0.003537461	-0.000383073	-14.308632	-14.308632	-14.8269944
-0.003551737	-0.003551737	-0.000385699	-14.438241	-14.438241	-14.94682675
-0.003565817	-0.003565817	-0.000388936	-14.573331	-14.573331	-15.0772571
-0.003578262	-0.003578262	-0.000389733	-14.704401	-14.704401	-15.21225689
-0.003592264	-0.003592264	-0.000393559	-14.834916	-14.834916	-15.34071488
-0.00360776	-0.00360776	-0.000395473	-14.963428	-14.963428	-15.4657986
-0.003621277	-0.003621277	-0.000398009	-15.094136	-15.094136	-15.60008043
-0.00363391	-0.00363391	-0.00039988	-15.226188	-15.226188	-15.74994582
-0.003645027	-0.003645027	-0.000402624	-15.353421	-15.353421	-15.8628622
-0.00365836	-0.00365836	-0.000401489	-15.489982	-15.489982	-16.00627475
