X	Sig Axial Total	Tempo	Sig Axial Desv	Tempo	Sig Conf	Tempo	Def Axial	Tempo	Def Lateral	Tempo	Def Volume
2.0742188	1.23072946	2.0742188	0.52849662	2.0742188	0.70223284	2.0742188	-0.0001393207	2.0742188	-0.0008145658	2.0742188	-0.0017684522
4.0742188	1.23310364	4.0742188	0.52588332	4.0742188	0.70722032	4.0742188	-0.0001971256	4.0742188	-0.000828095	4.0742188	-0.0018533155
6.0742188	1.22364801	6.0742188	0.52026933	6.0742188	0.70337868	6.0742188	-0.0002141572	6.0742188	-0.0009478527	6.0742188	-0.0021098626
8.0742188	1.23669278	8.0742188	0.53187209	8.0742188	0.70482069	8.0742188	-0.0001846273	8.0742188	-0.0007580863	8.0742188	-0.0017008
10.074219	1.22813934	10.074219	0.52813357	10.074219	0.70000577	10.074219	-0.0002032928	10.074219	-0.0007465015	10.074219	-0.0016962958
12.074219	1.22013593	12.074219	0.51768196	12.074219	0.70245397	12.074219	-7.94E-05	12.074219	-0.0007240166	12.074219	-0.001527454
14.074219	1.22774624	14.074219	0.53223693	14.074219	0.69550931	14.074219	-0.0004786202	14.074219	-0.0009415639	14.074219	-0.0023617479
16.074219	1.28622436	16.074219	0.51452237	16.074219	0.77170199	16.074219	-0.0001771282	16.074219	-0.0008612234	16.074219	-0.001899575
18.074219	1.38532012	18.074219	0.50914013	18.074219	0.87617999	18.074219	-8.21E-05	18.074219	-0.0007297645	18.074219	-0.0015416545
20.074219	1.48681563	20.074219	0.48785788	20.074219	0.99895775	20.074219	-5.63E-05	20.074219	-0.0003078979	20.074219	-0.0006720845
22.074219	1.60540892	22.074219	0.47734082	22.074219	1.1280681	22.074219	0.000199236	22.074219	0.0003551272	22.074219	0.0009094905
24.074219	1.74637633	24.074219	0.47930083	24.074219	1.2670755	24.074219	0.0002652826	24.074219	0.0012506566	24.074219	0.0027665957
26.074219	1.8903641	26.074219	0.4746941	26.074219	1.41567	26.074219	0.0007630396	26.074219	0.0031752589	26.074219	0.0071135573
28.074219	2.04796119	28.074219	0.47042009	28.074219	1.5775411	28.074219	0.0011996725	28.074219	0.0075527257	28.074219	0.016305124
30.074219	2.18519076	30.074219	0.44933006	30.074219	1.7358607	30.074219	0.0018741888	30.074219	0.013949241	30.074219	0.029772669
32.074219	2.34494558	32.074219	0.45297888	32.074219	1.8919667	32.074219	0.002590037	32.074219	0.022703107	32.074219	0.047996249
34.074219	2.50156782	34.074219	0.45833302	34.074219	2.0432348	34.074219	0.0032570749	34.074219	0.034169123	34.074219	0.071595319
36.074219	2.66055472	36.074219	0.47885042	36.074219	2.1817043	36.074219	0.0037828456	36.074219	0.046519801	36.074219	0.096822448
38.074219	2.79663713	38.074219	0.48544773	38.074219	2.3111894	38.074219	0.0045306208	38.074219	0.0575707	38.074219	0.11967202
40.074219	2.92457858	40.074219	0.49170148	40.074219	2.4328771	40.074219	0.0047864988	40.074219	0.067448653	40.074219	0.13968381
42.074219	3.06218311	42.074219	0.51229191	42.074219	2.5498912	42.074219	0.0057282033	42.074219	0.07635089	42.074219	0.15842998
44.074219	3.19164592	44.074219	0.51903182	44.074219	2.6726141	44.074219	0.0061477842	44.074219	0.08375793	44.074219	0.17366365
46.074219	3.29333947	46.074219	0.50206417	46.074219	2.7912753	46.074219	0.0065754633	46.074219	0.090552211	46.074219	0.18767989
48.074219	3.42977158	48.074219	0.51269448	48.074219	2.9170771	48.074219	0.0071358453	48.074219	0.097163565	48.074219	0.20146298
50.074219	3.54921243	50.074219	0.50110883	50.074219	3.0481036	50.074219	0.0076610218	50.074219	0.10341087	50.074219	0.21448275
52.074219	3.6757602	52.074219	0.4969525	52.074219	3.1788077	52.074219	0.0081515415	52.074219	0.10960732	52.074219	0.22736618
54.074219	3.82064334	54.074219	0.51234764	54.074219	3.3082957	54.074219	0.00837267	54.074219	0.11567523	54.074219	0.2397231
56.074219	3.95296585	56.074219	0.51455295	56.074219	3.4384129	56.074219	0.0089730462	56.074219	0.12174867	56.074219	0.25247037
58.074219	4.08986266	58.074219	0.51691276	58.074219	3.5729499	58.074219	0.0095206583	58.074219	0.12755169	58.074219	0.26462403
60.074219	4.20508013	60.074219	0.50525343	60.074219	3.6998267	60.074219	0.0099664498	60.074219	0.13309105	60.074219	0.27614856
62.074219	4.34500711	62.074219	0.51401651	62.074219	3.8309906	62.074219	0.010476444	62.074219	0.13823989	62.074219	0.28695622
64.074219	4.4774464	64.074219	0.5115658	64.074219	3.9658806	64.074219	0.010919465	64.074219	0.14327368	64.074219	0.29746681
66.074219	4.60169263	66.074219	0.50815243	66.074219	4.0935402	66.074219	0.011374604	66.074219	0.14818633	66.074219	0.30774724
68.074219	4.73944546	68.074219	0.51552516	68.074219	4.2239203	68.074219	0.011938566	68.074219	0.15300399	68.074219	0.31794655
70.074219	4.86490959	70.074219	0.51321739	70.074219	4.3516922	70.074219	0.01217793	70.074219	0.15752712	70.074219	0.32723218
72.074219	5.01226886	72.074219	0.52614576	72.074219	4.4861231	72.074219	0.012744808	72.074219	0.16250911	72.074219	0.33776301
74.074219	5.12338228	74.074219	0.50812548	74.074219	4.6152568	74.074219	0.012907629	74.074219	0.16702424	74.074219	0.3469561
76.074219	5.26346894	76.074219	0.52038074	76.074219	4.7430882	76.074219	0.013631181	76.074219	0.17142738	76.074219	0.35648596
78.074219	5.39544759	78.074219	0.51261359	78.074219	4.882834	78.074219	0.0140113	78.074219	0.17576703	78.074219	0.36554536
80.074219	5.52116074	80.074219	0.50758994	80.074219	5.0135708	80.074219	0.014430763	80.074219	0.18035363	80.074219	0.37513804
82.074219	5.65813556	82.074219	0.51306736	82.074219	5.1450682	82.074219	0.014679076	82.074219	0.1843788	82.074219	0.38343668
84.074219	5.7780458	84.074219	0.5079242	84.074219	5.2701216	84.074219	0.015464823	84.074219	0.18843201	84.074219	0.39232886
86.074219	5.92044535	86.074219	0.51960695	86.074219	5.4008384	86.074219	0.015913667	86.074219	0.19222245	86.074219	0.40035859
88.074219	6.04894563	88.074219	0.51563233	88.074219	5.5333133	88.074219	0.01632249	88.074219	0.19633667	88.074219	0.40899584
90.074219	6.18573387	90.074219	0.52286017	90.074219	5.6628737	90.074219	0.016692769	90.074219	0.20024215	90.074219	0.41717705
92.074219	6.31690862	92.074219	0.52323842	92.074219	5.7936702	92.074219	0.017276693	92.074219	0.20423257	92.074219	0.42574182
94.074219	6.44202564	94.074219	0.51757234	94.074219	5.9244533	94.074219	0.017733676	94.074219	0.20771073	94.074219	0.43315515
96.074219	6.57175	96.074219	0.5172075	96.074219	6.0545425	96.074219	0.018075373	96.074219	0.21134152	96.074219	0.44075841
98.074219	6.69058485	98.074219	0.50582045	98.074219	6.1847644	98.074219	0.018680196	98.074219	0.21519302	98.074219	0.44906622
100.07422	6.83230523	100.07422	0.51359683	100.07422	6.3187084	100.07422	0.019183587	100.07422	0.21859631	100.07422	0.45637619
102.07422	6.96334002	102.07422	0.51337022	102.07422	6.4499698	102.07422	0.019407811	102.07422	0.22213472	102.07422	0.46367729
104.07422	7.09285906	104.07422	0.51333696	104.07422	6.5795221	104.07422	0.019979969	104.07422	0.22541252	104.07422	0.47080502
106.07422	7.21651859	106.07422	0.50314879	106.07422	6.7133698	106.07422	0.020449635	106.07422	0.22916777	106.07422	0.47878522
108.07422	7.35686709	108.07422	0.51657039	108.07422	6.8402967	108.07422	0.020544101	108.07422	0.23266967	108.07422	0.48588341
110.07422	7.47793222	110.07422	0.50730872	110.07422	6.9706235	110.07422	0.021093888	110.07422	0.23573534	110.07422	0.49256459
112.07422	7.62005686	112.07422	0.51553506	112.07422	7.1045218	112.07422	0.021531459	112.07422	0.23899232	112.07422	0.49951613
114.07422	7.74417297	114.07422	0.51032627	114.07422	7.2338467	114.07422	0.021830328	114.07422	0.24205434	114.07422	0.50593901
116.07422	7.87054023	116.07422	0.50611693	116.07422	7.3644233	116.07422	0.022142353	116.07422	0.24514347	116.07422	0.5124293
118.07422	8.00232461	118.07422	0.50476551	118.07422	7.4975591	118.07422	0.022412531	118.07422	0.24829379	118.07422	0.51900011
120.07422	8.14982887	120.07422	0.52180237	120.07422	7.6280265	120.07422	0.022981273	120.07422	0.25110942	120.07422	0.52520007
122.07422	8.27041916	122.07422	0.51509386	122.07422	7.7553253	122.07422	0.023373783	122.07422	0.25380659	122.07422	0.53098696
124.07422	8.40545638	124.07422	0.51514328	124.07422	7.8903131	124.07422	0.023803981	124.07422	0.25672078	124.07422	0.53724557
126.07422	8.54253793	126.07422	0.52364373	126.07422	8.0188942	126.07422	0.024491904	126.07422	0.25956246	126.07422	0.54361683
128.07422	8.66215798	128.07422	0.51146698	128.07422	8.150691	128.07422	0.024659786	128.07422	0.26243997	128.07422	0.54953974
130.07422	8.78920979	130.07422	0.50793499	130.07422	8.2812748	130.07422	0.024816548	130.07422	0.26515579	130.07422	0.55512816
132.07422	8.92011716	132.07422	0.50581056	132.07422	8.4143066	132.07422	0.025365245	132.07422	0.26781711	132.07422	0.56099945
134.07422	9.04947541	134.07422	0.50582671	134.07422	8.5436487	134.07422	0.025575245	134.07422	0.27029362	134.07422	0.56616247
136.07422	9.18939476	136.07422	0.50953466	136.07422	8.6798601	136.07422	0.026050976	136.07422	0.27304387	136.07422	0.57213873
138.07422	9.30778122	138.07422	0.50105572	138.07422	8.8067255	138.07422	0.026250355	138.07422	0.27547827	138.07422	0.57720691
140.07422	9.44467088	140.07422	0.50553918	140.07422	8.9391317	140.07422	0.026535293	140.07422	0.2778767	140.07422	0.58228874
142.07422	9.58878327	142.07422	0.52039337	142.07422	9.0683899	142.07422	0.026865222	142.07422	0.28024653	142.07422	0.5873583
144.07422	9.70332981	144.07422	0.50356841	144.07422	9.1997614	144.07422	0.027514147	144.07422	0.28267479	144.07422	0.59286374
146.07422	9.83456177	146.07422	0.50471157	146.07422	9.3298502	146.07422	0.027835844	146.07422	0.28506204	146.07422	0.59795994
148.07422	9.98189088	148.07422	0.51811618	148.07422	9.4637747	148.07422	0.028456038	148.07422	0.28725529	148.07422	0.60296667
150.07422	10.10402249	150.07422	0.51381159	150.07422	9.5902109	150.07422	0.02862335	150.07422	0.28957412	150.07422	0.60777158
152.07422	10.22633134	152.07422	0.50439984	152.07422	9.7219315	152.07422	0.029044654	152.07422	0.2919856	152.07422	0.61301583
154.07422	10.37429828	154.07422	0.51929688	154.07422	9.8550014	154.07422	0.029212929	154.07422	0.29424506	154.07422	0.61770308
156.07422	10.49853113	156.07422	0.51346183	156.07422	9.9850693	156.07422	0.029597556	156.07422	0.29655138	156.07422	0.62270033
158.07422	10.62722782	158.07422	0.51252282	158.07422	10.114705	158.07422	0.029789273	158.07422	0.29862672	158.07422	0.62704271
160.07422	10.75970734	160.07422	0.51290834	160.07422	10.246799	160.07422	0.030069981	160.07422	0.30081856	160.07422	0.63170713
162.07422	10.89902545	162.07422	0.51655245	162.07422	10.382473	162.07422	0.030385528	162.07422	0.30295521	162.07422	0.63629591
164.07422	11.01923405	164.07422	0.50788105	164.07422	10.511353	164.07422	0.031109903	164.07422	0.30506399	164.07422	0.64123791
166.07422	11.15332069	166.07422	0.51165569	166.07422	10.641665	166.07422	0.031135499	166.07422	0.30700558	166.07422	0.64514673
168.07422	11.27580682	168.07422	0.50516182	168.07422	10.770645	168.07422	0.03146125	168.07422	0.30899021	168.07422	0.64944166
170.07422	11.39992175	170.07422	0.49836975	170.07422	10.901552	170.07422	0.031958397	170.07422	0.31095475	170.07422	0.6538679
172.07422	11.54844078	172.07422	0.51607978	172.07422	11.032361	172.07422	0.032128368	172.07422	0.31298321	172.07422	0.65809476
174.07422	11.68465775	174.07422	0.52062875	174.07422	11.164029	174.07422	0.032510579	174.07422	0.31475291	174.07422	0.66201639
176.07422	11.80942787	176.07422	0.51370287	176.07422	11.295725	176.07422	0.032851189	176.07422	0.31661832	176.07422	0.66608781
178.07422	11.94128806	178.07422	0.51331806	178.07422	11.42797	178.07422	0.0331311	178.07422	0.318616	178.07422	0.67036313
180.07422	12.07028161	180.07422	0.51366961	180.07422	11.556612	180.07422	0.033493284	180.07422	0.32049796	180.07422	0.6744892
182.07422	12.20482028	182.07422	0.51728928	182.07422	11.687531	182.07422	0.033615418	182.07422	0.32223734	182.07422	0.6780901
184.07422	12.33549512	184.07422	0.51592612	184.07422	11.819569	184.07422	0.033907231	184.07422	0.32400665	184.07422	0.68192047
186.07422	12.46680815	186.07422	0.51489615	186.07422	11.951912	186.07422	0.034176044	186.07422	0.32570419	186.07422	0.68558443
188.07422	12.58610227	188.07422	0.50862527	188.07422	12.077477	188.07422	0.034512185	188.07422	0.32770678	188.07422	0.68992573
190.07422	12.73271773	190.07422	0.51896173	190.07422	12.213756	190.07422	0.03485683	190.07422	0.3294459	190.07422	0.69374859
192.07422	12.86161489	192.07422	0.51639789	192.07422	12.345217	192.07422	0.035153687	192.07422	0.33116403	192.07422	0.69748175
194.07422	12.99929092	194.07422	0.52276492	194.07422	12.476526	194.07422	0.035305962	194.07422	0.3327333	194.07422	0.70077258
196.07422	13.11982136	196.07422	0.51342136	196.07422	12.6064	196.07422	0.035515223	196.07422	0.33434588	196.07422	0.704207
198.07422	13.24951492	198.07422	0.51152992	198.07422	12.737985	198.07422	0.035889782	198.07422	0.33606815	198.07422	0.70802605
200.07422	13.39378109	200.07422	0.52719009	200.07422	12.866591	200.07422	0.035918001	200.07422	0.33752933	200.07422	0.71097666
202.07422	13.51722379	202.07422	0.51739079	202.07422	12.999833	202.07422	0.036324039	202.07422	0.33916426	202.07422	0.71465254
204.07422	13.65265084	204.07422	0.52080584	204.07422	13.131845	204.07422	0.036605671	204.07422	0.34056506	204.07422	0.71773583
206.07422	13.77036056	206.07422	0.51280856	206.07422	13.257552	206.07422	0.03667387	206.07422	0.34217998	206.07422	0.72103381
208.07422	13.90729579	208.07422	0.51739079	208.07422	13.389905	208.07422	0.036765974	208.07422	0.34382141	208.07422	0.72440875
210.07422	14.04416731	210.07422	0.52011931	210.07422	13.524048	210.07422	0.036843393	210.07422	0.3452923	210.07422	0.72742796
212.07422	14.17514525	212.07422	0.52014625	212.07422	13.654999	212.07422	0.037093677	212.07422	0.34663022	212.07422	0.73035413
214.07422	14.29588492	214.07422	0.51253092	214.07422	13.783354	214.07422	0.037396703	214.07422	0.34829623	214.07422	0.73398918
216.07422	14.42884443	216.07422	0.51515943	216.07422	13.913685	216.07422	0.037746925	216.07422	0.34952736	216.07422	0.73680162
218.07422	14.55293083	218.07422	0.50842583	218.07422	14.044505	218.07422	0.037743069	218.07422	0.35094166	218.07422	0.73962635
220.07422	14.69091017	220.07422	0.51565117	220.07422	14.175259	220.07422	0.038252715	220.07422	0.35240439	220.07422	0.74306148
222.07422	14.8269944	222.07422	0.5183624	222.07422	14.308632	222.07422	0.038307343	222.07422	0.35374612	222.07422	0.7457996
224.07422	14.94682675	224.07422	0.50858575	224.07422	14.438241	224.07422	0.038569879	224.07422	0.35517365	224.07422	0.74891716
226.07422	15.0772571	226.07422	0.5039261	226.07422	14.573331	226.07422	0.038893588	226.07422	0.35658166	226.07422	0.75205684
228.07422	15.21225689	228.07422	0.50785589	228.07422	14.704401	228.07422	0.038973294	228.07422	0.3578262	228.07422	0.75462568
230.07422	15.34071488	230.07422	0.50579888	230.07422	14.834916	230.07422	0.039355934	230.07422	0.35922641	230.07422	0.75780869
232.07422	15.4657986	232.07422	0.5023706	232.07422	14.963428	232.07422	0.039547261	232.07422	0.36077601	232.07422	0.76109928
234.07422	15.60008043	234.07422	0.50594443	234.07422	15.094136	234.07422	0.039800927	234.07422	0.36212766	234.07422	0.76405621
236.07422	15.74994582	236.07422	0.52375782	236.07422	15.226188	236.07422	0.039988033	236.07422	0.36339095	236.07422	0.76676989
238.07422	15.8628622	238.07422	0.5094412	238.07422	15.353421	238.07422	0.04026239	238.07422	0.36450267	238.07422	0.76926768
240.07422	16.00627475	240.07422	0.51629275	240.07422	15.489982	240.07422	0.040148947	240.07422	0.36583596	240.07422	0.77182084
242.07422	16.13234625	242.07422	0.51244825	242.07422	15.619898	242.07422	0.040581837	242.07422	0.36697817	242.07422	0.77453816
244.07422	16.26490499	244.07422	0.51675999	244.07422	15.748145	244.07422	0.04055075	244.07422	0.36807841	244.07422	0.77670759
246.07422	16.38359292	246.07422	0.50297892	246.07422	15.880614	246.07422	0.040856048	246.07422	0.36948374	246.07422	0.77982354
248.07422	16.52698277	248.07422	0.51402277	248.07422	16.01296	248.07422	0.041180924	248.07422	0.37056732	248.07422	0.78231555
250.07422	16.6673444	250.07422	0.5255444	250.07422	16.1418	250.07422	0.041129079	250.07422	0.37174833	250.07422	0.78462577
252.07422	16.79415644	252.07422	0.51691544	252.07422	16.277241	252.07422	0.041209362	252.07422	0.37311429	252.07422	0.78743798
254.07422	16.91858089	254.07422	0.51398689	254.07422	16.404594	254.07422	0.041515093	254.07422	0.37419206	254.07422	0.78989917
256.07422	17.04754576	256.07422	0.51188576	256.07422	16.53566	256.07422	0.041604117	256.07422	0.37518889	256.07422	0.79198194
258.07422	17.18474024	258.07422	0.51938224	258.07422	16.665358	258.07422	0.041835438	258.07422	0.37625465	258.07422	0.79434478
260.07422	17.31709055	260.07422	0.51754355	260.07422	16.799547	260.07422	0.042093713	260.07422	0.37746286	260.07422	0.79701942
262.07422	17.4446971	262.07422	0.5157671	262.07422	16.92893	262.07422	0.042253137	262.07422	0.37853223	262.07422	0.79931754
264.07422	17.56218623	264.07422	0.50120223	264.07422	17.060984	264.07422	0.042485777	264.07422	0.37947771	264.07422	0.80144125
266.07422	17.69886396	266.07422	0.51108396	266.07422	17.18778	266.07422	0.042766649	266.07422	0.38065958	266.07422	0.80408585
268.07422	17.84061343	268.07422	0.51854843	268.07422	17.322065	268.07422	0.042944603	268.07422	0.38162461	268.07422	0.80619383
270.07422	17.97505644	270.07422	0.52158844	270.07422	17.453468	270.07422	0.043159474	270.07422	0.38261822	270.07422	0.80839592
272.07422	18.0949297	272.07422	0.5116207	272.07422	17.583309	272.07422	0.04308214	272.07422	0.38356394	272.07422	0.81020993
274.07422	18.23095532	274.07422	0.51555032	274.07422	17.715405	274.07422	0.043308593	274.07422	0.38466161	274.07422	0.81263185
276.07422	18.35333509	276.07422	0.51209509	276.07422	17.84124	276.07422	0.043562401	276.07422	0.38572493	276.07422	0.81501234
278.07422	18.48976465	278.07422	0.51843965	278.07422	17.971325	278.07422	0.043747112	278.07422	0.38679233	278.07422	0.81733179
280.07422	18.62866078	280.07422	0.52199578	280.07422	18.106665	280.07422	0.043912541	280.07422	0.38770214	280.07422	0.8193168
282.07422	18.74858194	282.07422	0.51013494	282.07422	18.238447	282.07422	0.044206671	282.07422	0.38878411	282.07422	0.8217749
284.07422	18.87902866	284.07422	0.50914466	284.07422	18.369884	284.07422	0.044478409	284.07422	0.38954318	284.07422	0.82356471
286.07422	19.01223585	286.07422	0.51080185	286.07422	18.501434	286.07422	0.04450066	286.07422	0.39041609	286.07422	0.82533288
288.07422	19.14430678	288.07422	0.51496178	288.07422	18.629345	288.07422	0.04455715	288.07422	0.39129975	288.07422	0.82715666
290.07422	19.29336067	290.07422	0.52884167	290.07422	18.764519	290.07422	0.044888295	290.07422	0.39231792	290.07422	0.8295241
292.07422	19.40150391	292.07422	0.50740391	292.07422	18.8941	292.07422	0.045055322	292.07422	0.39312899	292.07422	0.83131331
294.07422	19.53020432	294.07422	0.50646132	294.07422	19.023743	294.07422	0.045111716	294.07422	0.39416137	294.07422	0.8334344
296.07422	19.66381768	296.07422	0.50503868	296.07422	19.158779	296.07422	0.04570134	296.07422	0.39534587	296.07422	0.83639306
298.07422	19.79255302	298.07422	0.50771302	298.07422	19.28484	298.07422	0.045674659	298.07422	0.39603376	298.07422	0.83774215
300.07422	19.9294363	300.07422	0.5145933	300.07422	19.414843	300.07422	0.045727301	300.07422	0.39706662	300.07422	0.83986056
302.07422	20.07301448	302.07422	0.52291948	302.07422	19.550095	302.07422	0.045925599	302.07422	0.3979426	302.07422	0.84181076
304.07422	20.17989413	304.07422	0.50298613	304.07422	19.676908	304.07422	0.046179872	304.07422	0.39871117	304.07422	0.84360224
306.07422	20.32227118	306.07422	0.51018518	306.07422	19.812086	306.07422	0.046258256	306.07422	0.39952871	306.07422	0.84531569
308.07422	20.45174329	308.07422	0.51190829	308.07422	19.939835	308.07422	0.046522513	308.07422	0.40049371	308.07422	0.84750998
310.07422	20.58175798	310.07422	0.50799698	310.07422	20.073761	310.07422	0.046606589	310.07422	0.40118378	310.07422	0.84897411
312.07422	20.72270234	312.07422	0.51807034	312.07422	20.204632	312.07422	0.046755355	312.07422	0.40197805	312.07422	0.85071146
314.07422	20.84099796	314.07422	0.50521296	314.07422	20.335785	314.07422	0.046977792	314.07422	0.40275091	314.07422	0.85247958
316.07422	20.9805815	316.07422	0.5159055	316.07422	20.464676	316.07422	0.046921808	316.07422	0.40377286	316.07422	0.85446751
318.07422	21.10438829	318.07422	0.50614029	318.07422	20.598248	318.07422	0.046837363	318.07422	0.40457374	318.07422	0.85598481
320.07422	21.23925688	320.07422	0.51055288	320.07422	20.728704	320.07422	0.047442395	320.07422	0.40514866	320.07422	0.85773969
322.07422	21.37750711	322.07422	0.51923311	322.07422	20.858274	322.07422	0.047524009	322.07422	0.40610513	322.07422	0.85973424
324.07422	21.5039082	324.07422	0.5123862	324.07422	20.991522	324.07422	0.047670588	324.07422	0.40673897	324.07422	0.86114854
326.07422	21.63437907	326.07422	0.51375407	326.07422	21.120625	326.07422	0.047744047	326.07422	0.40759993	326.07422	0.86294395
328.07422	21.76563481	328.07422	0.51319581	328.07422	21.252439	328.07422	0.048008099	328.07422	0.40826318	328.07422	0.86453444
330.07422	21.89672747	330.07422	0.51307547	330.07422	21.383652	330.07422	0.048338998	330.07422	0.40909532	330.07422	0.86652964
332.07422	22.02562868	332.07422	0.51088268	332.07422	21.514746	332.07422	0.048540141	332.07422	0.40979385	332.07422	0.86812788
334.07422	22.16074775	334.07422	0.51512975	334.07422	21.645618	334.07422	0.048616063	334.07422	0.41046897	334.07422	0.86955398
336.07422	22.29630729	336.07422	0.51874429	336.07422	21.777563	336.07422	0.049004525	336.07422	0.41125417	336.07422	0.87151283
338.07422	22.42150896	338.07422	0.51516396	338.07422	21.906345	338.07422	0.048872784	338.07422	0.41204128	338.07422	0.87295526
340.07422	22.54679668	340.07422	0.51203668	340.07422	22.03476	340.07422	0.04914216	340.07422	0.41272366	340.07422	0.8745895
342.07422	22.68104827	342.07422	0.51487827	342.07422	22.16617	342.07422	0.049275193	342.07422	0.41349679	342.07422	0.87626874
344.07422	22.81223094	344.07422	0.51210594	344.07422	22.300125	344.07422	0.049302693	344.07422	0.41416493	344.07422	0.87763256
346.07422	22.94033514	346.07422	0.50981414	346.07422	22.430521	346.07422	0.049637608	346.07422	0.41485247	346.07422	0.87934256
348.07422	23.06731016	348.07422	0.50749016	348.07422	22.55982	348.07422	0.049793273	348.07422	0.41555202	348.07422	0.88089734
350.07422	23.20728241	350.07422	0.51394641	350.07422	22.693336	350.07422	0.050088942	350.07422	0.41621956	350.07422	0.88252807
352.07422	23.33065105	352.07422	0.50872505	352.07422	22.821926	352.07422	0.050006162	352.07422	0.41687876	352.07422	0.88376367
354.07422	23.46799911	354.07422	0.51333511	354.07422	22.954664	354.07422	0.050450072	354.07422	0.41772062	354.07422	0.88589138
356.07422	23.58986875	356.07422	0.50242275	356.07422	23.087446	356.07422	0.050557505	356.07422	0.41827178	356.07422	0.88710105
358.07422	23.72656174	358.07422	0.50932074	358.07422	23.217241	358.07422	0.050888281	358.07422	0.41896206	358.07422	0.88881242
360.07422	23.85001377	360.07422	0.50506377	360.07422	23.34495	360.07422	0.050974593	360.07422	0.4197773	360.07422	0.89052916
362.07422	23.99148897	362.07422	0.51286697	362.07422	23.478622	362.07422	0.051147684	362.07422	0.42032874	362.07422	0.89180517
364.07422	24.11451459	364.07422	0.50431359	364.07422	23.610201	364.07422	0.051304605	364.07422	0.42106429	364.07422	0.89343321
366.07422	24.25224588	366.07422	0.51278788	366.07422	23.739458	366.07422	0.051400896	366.07422	0.42181945	366.07422	0.89503986
368.07422	24.37757953	368.07422	0.50601453	368.07422	23.871565	368.07422	0.051623084	368.07422	0.42253244	368.07422	0.89668798
370.07422	24.52052226	370.07422	0.51418626	370.07422	24.006336	370.07422	0.051772695	370.07422	0.42309606	370.07422	0.89796484
372.07422	24.63248496	372.07422	0.49876696	372.07422	24.133718	372.07422	0.052029982	372.07422	0.42374012	372.07422	0.89951026
374.07422	24.77367893	374.07422	0.50828093	374.07422	24.265398	374.07422	0.051965065	374.07422	0.42460179	374.07422	0.9011687
376.07422	24.9192537	376.07422	0.5209837	376.07422	24.39827	376.07422	0.051991373	376.07422	0.42521507	376.07422	0.90242147
378.07422	25.03938209	378.07422	0.51150209	378.07422	24.52788	378.07422	0.052464359	378.07422	0.42576349	378.07422	0.90399134
380.07422	25.17105719	380.07422	0.51216519	380.07422	24.658892	380.07422	0.052573245	380.07422	0.42625171	380.07422	0.90507668
382.07422	25.30771852	382.07422	0.51641852	382.07422	24.7913	382.07422	0.05280263	382.07422	0.42710719	382.07422	0.90701699
384.07422	25.43415942	384.07422	0.51607442	384.07422	24.918085	384.07422	0.053067338	384.07422	0.42788798	384.07422	0.90884322
386.07422	25.56154184	386.07422	0.51210684	386.07422	25.049435	386.07422	0.053162027	386.07422	0.42857414	386.07422	0.91031033
388.07422	25.69868074	388.07422	0.51557374	388.07422	25.183107	388.07422	0.053417578	388.07422	0.42934054	388.07422	0.91209871
390.07422	25.83113055	390.07422	0.51651555	390.07422	25.314615	390.07422	0.053346828	390.07422	0.42988726	390.07422	0.91312134
392.07422	25.94531306	392.07422	0.50065506	392.07422	25.444658	392.07422	0.053672314	392.07422	0.43054527	392.07422	0.91476279
394.07422	26.09368971	394.07422	0.52123171	394.07422	25.572458	394.07422	0.053935356	394.07422	0.43114033	394.07422	0.91621596
396.07422	26.22099472	396.07422	0.51749772	396.07422	25.703497	396.07422	0.053992197	396.07422	0.43170866	396.07422	0.91740954
398.07422	26.3405233	398.07422	0.5029133	398.07422	25.83761	398.07422	0.054143202	398.07422	0.43240067	398.07422	0.91894454
400.07422	26.48416785	400.07422	0.51699185	400.07422	25.967176	400.07422	0.054399326	400.07422	0.43308735	400.07422	0.92057401
402.07422	26.6189031	402.07422	0.5186131	402.07422	26.10029	402.07422	0.054514468	402.07422	0.43351358	402.07422	0.92154163
404.07422	26.73911556	404.07422	0.50849056	404.07422	26.230625	404.07422	0.054723602	404.07422	0.43420041	404.07422	0.92312443
406.07422	26.86231677	406.07422	0.50113577	406.07422	26.361181	406.07422	0.054832131	406.07422	0.43481115	406.07422	0.92445445
408.07422	27.00961796	408.07422	0.51628196	408.07422	26.493336	408.07422	0.055056937	408.07422	0.43528414	408.07422	0.92562521
410.07422	27.13021314	410.07422	0.50766814	410.07422	26.622545	410.07422	0.055236526	410.07422	0.43596631	410.07422	0.92716914
412.07422	27.27005476	412.07422	0.51288676	412.07422	26.757168	412.07422	0.055378344	412.07422	0.43648794	412.07422	0.92835414
414.07422	27.39920044	414.07422	0.51591444	414.07422	26.883286	414.07422	0.055417649	414.07422	0.4371379	414.07422	0.92969352
416.07422	27.52895706	416.07422	0.51228106	416.07422	27.016676	416.07422	0.055902947	416.07422	0.43787351	416.07422	0.93164992
418.07422	27.65791236	418.07422	0.51274836	418.07422	27.145164	418.07422	0.055808991	418.07422	0.43826988	418.07422	0.93234873
420.07422	27.79195226	420.07422	0.51237726	420.07422	27.279575	420.07422	0.056119666	420.07422	0.43873695	420.07422	0.93359351
422.07422	27.91458734	422.07422	0.50883734	422.07422	27.40575	422.07422	0.0563008	422.07422	0.43940485	422.07422	0.93511045
